Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Creator;Reference;Attributions;Update frequency;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score
agenda-de-trabajo-de-altos-cargos-legislatura-x;False;Agenda de trabajo de altos cargos Legislatura X - Histórico;"<p><span style=""font-family: lora; font-size: medium;"">Reuniones, eventos y encuentros que mantienen los consejeros y restantes altos cargos en la Administración de la Comunidad de Castilla y León y sus organismos autónomos de la X Legislatura.</span></p><p><span style=""font-family: lora; font-size: medium;""><br></span><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Cada 4 horas.</span></p><p><br></p>";Sector público;"agenda;trabajo;altos cargos";CC BY 4.0 ES;es;Europe/Madrid;2026-06-11T15:28:08.334000+02:00;2026-06-11T15:28:08.334000+02:00;2026-08-05T13:57:08.842000+02:00;Junta de Castilla y León;;;;27342;10294906;0;1340;78;0;0;1.7
estadisticas-de-servicios-sociales-de-castilla-y-leon;False;Estadísticas de Servicios Sociales de Castilla y León;"<p>Se ofrecen datos estadísticos de las principales variables de los servicios sociales de la comunidad.</p><p>
</p><p class=""MsoNormal""><font face=""Arial, sans-serif"">NOTA: </font><br><font face=""Arial, sans-serif"">- En el indicador ""Nº de alumnos del Programa Interuniversitario de la Experiencia"" se indica el año de inicio del curso académico.</font><br><font face=""Arial, sans-serif"">- En el indicador “Nº de usuarios del servicio de teleasistencia”. Desde 2016 hasta 2023 se incluyen los usuarios atendidos en el programa de teleasistencia domiciliaria ofrecido por Cruz Roja</font></p>
<p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Sociedad y bienestar;"estadística;servicios sociales;dependencia;ceas;sauss;discapacidad;personas mayores;protección a la infancia;inclusión social;menores infractores";CC BY 4.0 ES;es;Europe/Madrid;2026-06-10T09:33:30.216000+02:00;2026-06-10T09:33:30.216000+02:00;2026-09-24T13:57:15.254000+02:00;Junta de Castilla y León;;;;7818;967654;0;55396;2269;0;0;10.1
consumo-de-electricidad-mensual-en-castilla-y-leon;False;Consumo de electricidad mensual en Castilla y León;"<p><span style=""font-size: 12.495px;"">Consumo mensual de energía eléctrica en Castilla y León desde 2019.</span></p><p><span style=""font-size: 12.495px;"">Los datos incluyen: mes, provincia, código INE de la provincia, suministrador, tipo (residencial, servicios, industrial) y consumo en kWh.</span></p><p><span style=""font-size: 12.495px;""><br></span><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Mensual.</span></p>";Energía;energía;CC BY 4.0 ES;es;Europe/Madrid;2026-06-10T09:18:04.417000+02:00;2026-06-10T09:18:04.417000+02:00;2026-09-24T09:18:05.734000+02:00;Junta de Castilla y León;;;;4500;261770;0;34594;4050;0;0;9.4
agentes-activos-de-la-educacion-ambiental-en-castilla-y-leon;False;Agentes activos de la educación ambiental en Castilla y León;"<p><span style=""font-family: Calibri, sans-serif, serif, EmojiFont; font-size: 16px;"">Relación de agentes activos de la educación ambiental en Castilla y León, que incluye información de contacto tanto de entidades públicas (ayuntamientos, centros educativos, equipamientos de educación ambiental) como empresas privadas, asociaciones y fundaciones dedicadas a esta materia.</span></p>";"Educación;Medio ambiente";"educación;medio ambiente;agentes;evaluación ambiental";CC BY 4.0 ES;es;Europe/Madrid;2026-06-09T13:28:03.596000+02:00;2026-06-09T13:28:03.596000+02:00;2026-09-24T13:28:19.076000+02:00;Junta de Castilla y León;;;;367;95558;0;40888;341;0;0;7.5
personas-con-discapacidad;False;Personas con discapacidad;"<p><span style=""font-size: 12.495px;"">Personas con discapacidad por grado de discapacidad, tipo de discapacidad y hábitat (urbano/rural).</span></p><p><span style=""font-size: 12.495px;"">A cada persona se le asigna el tipo de discapacidad que más dificultades le genera.</span></p>";Sociedad y bienestar;"servicios sociales;discapacidad";CC BY 4.0 ES;es;Europe/Madrid;2026-06-02T11:57:03.918000+02:00;2026-06-02T11:57:03.918000+02:00;2026-09-24T11:57:11.425000+02:00;Junta de Castilla y León;;;;3600;287381;0;21188;1982;0;0;7.1
calidad-de-las-aguas-de-consumo-humano;False;Calidad de las aguas de consumo humano;<p>Información sobre las zonas de abastecimiento de agua de consumo humano de Castilla y León, sus infraestructuras y la calidad sanitaria de las aguas abastecidas.</p>;Salud;"salud pública;calidad;agua;consumo humano";CC BY 4.0 ES;es;Europe/Madrid;2026-05-29T20:00:03.230000+02:00;2026-05-29T20:00:03.230000+02:00;2026-09-24T20:00:48.512000+02:00;Junta de Castilla y León;;;;162;33152;0;38970;2195;0;0;8.9
registro-de-eliminacion-de-documentos;False;Registro de eliminación de documentos;"<p><span style=""font-size: 12.495px;"">Registro donde se asientan las eliminaciones de documentos gestionadas por los responsables de los Archivos Centrales de las Consejerías y de los Archivos de las Delegaciones Territoriales de la Administración de la Junta de Castilla y León según los plazos establecidos en las Reglas de Conservación aprobadas y publicadas en el BOCyL.</span><br></p>";Sector público;"administración pública;archivos";CC BY 4.0 ES;es;Europe/Madrid;2026-05-27T12:11:42.184000+02:00;2026-05-27T12:11:42.184000+02:00;2026-09-24T14:00:32.567000+02:00;Junta de Castilla y León;;;;2385;584449;0;11442;1258;0;0;5.4
catalogo-de-carreteras-sin-clasificar;False;Catálogo de carreteras sin clasificar;"<p><span style=""font-family: lora; font-size: medium;"">Catálogo de carreteras sin clasificar.</span><br></p>";Urbanismo e infraestructuras;"red de carreteras;bienes inmuebles;información patrimonial";CC BY 4.0 ES;es;Europe/Madrid;2026-05-27T10:42:36.602000+02:00;2026-05-27T10:42:36.602000+02:00;2026-09-24T05:00:10.049000+02:00;Junta de Castilla y León;;;;160;11154;0;15660;1956;0;0;6.4
catalogo-de-la-red-regional-de-carreteras-tramificada;False;Catálogo de la red regional de carreteras (tramificada);"<p><span style=""font-family: lora; font-size: medium;"">El catálogo incluye los tramos de la red complementaria preferente, de la red complementaria local y de la red básica.</span><br></p>";Urbanismo e infraestructuras;"carreteras;bienes inmuebles;información patrimonial";CC BY 4.0 ES;es;Europe/Madrid;2026-05-27T10:39:47.225000+02:00;2026-05-27T10:39:47.225000+02:00;2026-09-24T14:12:25.793000+02:00;Junta de Castilla y León;;;;160;11154;0;20674;2963;0;0;7.6
anchura-de-carreteras;False;Anchura de Carreteras;"<p><span style=""font-family: lora; font-size: medium;"">Anchos pavimentados de carreteras pertenecientes a la red de titularidad de la Comunidad Autónoma.</span></p><p><span style=""font-family: lora; font-size: medium;"">Frecuencia de actualización: Anual.</span><span style=""font-family: lora; font-size: medium;""><br></span><br></p>";Urbanismo e infraestructura;"transporte;redes de transporte;red viaria;red de carreteras";CC BY 4.0 ES;es;Europe/Madrid;2026-05-25T17:00:04.117000+02:00;2026-05-25T17:00:04.117000+02:00;2026-09-24T17:01:12.767000+02:00;Junta de Castilla y León;;;;1560;142954;0;21821;1926;0;0;7.1
estadisticas-web-ubicaciones;False;Estadisticas web - Ubicaciones ciudades;"<p><span style=""font-size: 12.495px;"">Información del número de visitas por ciudades y sitio web. Actualización diaria.</span><br></p>";Sector público;estadísticas;CC BY 4.0 ES;es;Europe/Madrid;2026-05-23T08:14:53.282000+02:00;2026-05-23T08:14:53.282000+02:00;2026-09-24T08:16:19.737000+02:00;Junta de Castilla y León;;;;3310834;189842345;0;39515;826;0;0;7.9
directorio-de-archivos-de-castilla-y-leon;False;Directorio de Archivos de Castilla y León;"<p>Relación de Archivos de Castilla y León.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"directorio;información;archivos";CC BY 4.0 ES;es;Europe/Madrid;2026-05-22T14:00:04.134000+02:00;2026-05-22T14:00:04.134000+02:00;2026-09-24T22:00:51.910000+02:00;Junta de Castilla y León;;;;121;106779;0;44692;1517;0;0;8.9
centros-de-salud-municipios;False;Centros de salud por municipios;<p>Relación de los Centros de Salud de Castilla y León y los municipios a los que se encuentran asociados</p>;Salud;"centros de salud;municipios";CC BY 4.0 ES;es;Europe/Madrid;2026-05-21T10:40:38.726000+02:00;2026-05-21T10:40:38.726000+02:00;2026-09-23T05:10:06.681000+02:00;Junta de Castilla y León;;;;2317;239812;0;29786;14585;0;0;12.1
registro-de-instrucciones-previas;False;Registro de Instrucciones Previas;<p>El Registro de Instrucciones Previas de Castilla y León permite la inscripción de los documentos de instrucciones previas de las personas que así lo soliciten, pues la inscripción de este documento no es obligatoria.</p>;Salud;"registro;instrucciones previas";CC BY 4.0 ES;es;;2026-05-18T10:12:34.004000+02:00;2026-05-18T10:12:34.004000+02:00;2026-09-24T20:00:54.145000+02:00;Junta de Castilla y León;;;;21796;3295987;0;15895;1742;0;0;6.3
produccion-leche-sectores;False;Producción primaria del sector lácteo;"<p>Producción total de litros de leche de vaca, oveja y cabra en Castilla y León.</p>
<p>La información se presenta agrupada en columnas: año sector provincia y número de litros producidos.</p>
<p>Frecuencia de actualización: anual</p>";Medio rural y pesca;"leche;vaca;oveja;cabra;producción";CC BY 4.0 ES;es;Europe/Madrid;2026-05-08T12:10:03.545000+02:00;2026-05-08T12:10:03.545000+02:00;2026-09-24T12:10:35.903000+02:00;Junta de Castilla y León;;;;243;10541;0;95097;1518;0;0;12.0
fondos-documentales-fichas-isad;False;Fondos documentales fichas isad;;;;;es;;2026-05-05T15:10:15+02:00;2026-08-05T12:34:24.450000+02:00;2026-08-05T12:34:24.494000+02:00;;;;;1254;5646380;0;701;570;0;0;2.1
emergencias-solo-ultimo-ano-historico;False;Emergencias solo ultimo año historico;;;;;es;;2026-05-05T13:33:16+02:00;2026-07-22T09:54:53.495000+02:00;2026-07-22T09:55:21.454000+02:00;;;;;2423;4492585;0;345;240;0;0;1.4
inmuebles-arrendados;False;Inmuebles arrendados;"<p><span style=""font-size: 12.495px;"">Inmuebles arrendados por la Administración General de la Comunidad de Castilla y León y sus Organismos Autónomos.<br></span></p><p><span style=""font-size: 12.495px;"">Para cada inmueble se indica: dirección, destino, localidad, consejería y renta anual con IVA.</span></p><p>Actualización anual. <span style=""font-size: 12.495px;""><span style=""font-size: 12.495px;"">Los datos se recopilan una vez finalizado el año.</span></span></p>";Sector público;"arrendamiento;bienes inmuebles;información patrimonial;administración pública";CC BY 4.0 ES;es;Europe/Madrid;2026-04-16T12:33:04.918000+02:00;2026-04-16T12:33:04.918000+02:00;2026-09-24T12:34:02.139000+02:00;Junta de Castilla y León;;;;1247;213793;0;15515;1008;0;0;5.7
vacunas-recibidas-covid-19-campana-2526;False;Vacunas recibidas COVID-19 Campaña 25-26;"<p><b>La campaña de vacunación 2025/2026 finalizó el 23 de marzo de 2026.</b></p><p>Total de vacunas recibidas por las delegaciones territoriales de salud en la campaña 2025/2026.</p><p> Los datos son acumulados por lo que los datos de la última fecha son el total de vacunas recibidas por marca.</p><p>Las vacunas de las que se dispone en esta campaña son:<br></p><ul><li>Las vacunas frente a COVID adaptadas (XBB 1.5): adultos,
pediátrica y mini pediátrica (tres formulaciones, de 30, 10 y 3 mg/dosis
indicadas para <span style=""font-family: inherit; font-size: 0.875rem;"">personas de 12 y más años, de 5-11 años y de 6-59 meses,
respectivamente).</span></li><li><span style=""font-family: inherit; font-size: 0.875rem;"">Y la vacuna de HIPRA (basada en una proteína recombinante de
las variantes alfa y beta del SARS-CoV-2) y autorizada en personas a partir de
16 años.</span></li></ul><p><br></p>";Salud;"vacunación;coronavirus;COVID-19";CC BY 4.0 ES;es;Europe/Madrid;2026-03-27T08:56:34.214000+01:00;2026-03-27T08:56:34.214000+01:00;2026-08-06T11:55:00.617000+02:00;Junta de Castilla y León;;;;765;48552;0;97564;357;0;0;11.1
catalogo-de-hospitales-hospitales-y-camas-por-finalidad-y-dependencia;False;Catálogo de hospitales – Hospitales y camas por finalidad y dependencia;<p>Datos anuales desde 2010 del número de hospitales y de camas según finalidad asistencial y dependencia (funcional y patrimonial) del catálogo de hospitales de Castilla y León. Los datos de todas las anualidades están recogidos a 31 de diciembre de la anualidad anterior (por ejemplo, los datos que figuran para la anualidad de 2018 son datos a 31 de diciembre de 2017 y así sucesivamente).</p><p>Otras notas:</p><ul><li>Todos los hospitales integrados dentro de un mismo Complejo Asistencial se contabilizan como un único hospital.</li><li>La finalidad asistencial de los Complejos se considera ‘General’, ya que es la actividad a la que el conjunto de hospitales que los integran dedican la mayor parte de sus recursos, tanto humanos como de equipamiento.</li><li>La dependencia patrimonial de los Complejos se considera de ‘Entidades públicas’, ya que los edificios que los integran pueden tener dependencias patrimoniales distintas.</li></ul>;Salud;"catálogo;hospitales;camas;finalidad;dependencia";CC BY 4.0 ES;es;;2026-03-24T10:56:58.781000+01:00;2026-03-24T10:56:58.781000+01:00;2026-09-24T20:01:29.039000+02:00;Junta de Castilla y León;;;;153;17774;0;15509;1621;0;0;6.2
catalogo-de-hospitales-dotacion-tecnologica;False;Catálogo de hospitales – Dotación tecnológica;"<p>
	Datos anuales desde 2007 de la dotación tecnológica del catálogo de hospitales de Castilla y León. Los datos de todas las anualidades están recogidos a 31 de diciembre de la anualidad anterior (por ejemplo, los datos que figuran para la anualidad de 2018 son datos a 31 de diciembre de 2017 y así sucesivamente).</p><p>
	ABREVIATURAS EMPLEADAS:</p><ul><li>TAC: Tomografía axial computarizada</li><li>RM: Resonancia magnética</li><li>GAM: Gammacámara</li><li>HEM: Sala de hemodinámica</li><li>ASD: Angiografía por sustracción digital</li><li>LIT: Litotricia extracorpórea por ondas de choque</li><li>BCO: Bomba de cobalto</li><li>ALI: Acelerador de partículas</li><li>SPECT: Tomografía por emisión de fotones</li><li>PET: Tomografía por emisión de positrones</li><li>MAMOS: Mamógrafo</li><li>DO: Densitómetro óseo</li><li>DIAL: Equipo de hemodiálisis</li></ul>";Salud;"catálogo;hospitales;dotación tecnológica";CC BY 4.0 ES;es;Europe/Madrid;2026-03-24T10:43:56.687000+01:00;2026-03-24T10:43:56.687000+01:00;2026-09-24T20:01:39.238000+02:00;Junta de Castilla y León;;;;743;69750;0;14292;1695;0;0;6.1
entidades-de-caracter-social;False;Entidades de carácter social;"<p>Relación de entidades de Castilla y León que trabajan en el ámbito de los servicios sociales.</p><p><span style=""font-family: inherit; font-size: 1em; font-weight: bolder;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Sociedad y bienestar;"servicios sociales;entidades";CC BY 4.0 ES;es;Europe/Madrid;2026-03-23T22:00:11.073000+01:00;2026-03-23T22:00:11.073000+01:00;2026-09-24T22:00:15.728000+02:00;Junta de Castilla y León;;;;4309;1564533;0;665964;2228;0;0;28.8
catalogo-de-hospitales-informacion-general;False;Catálogo de hospitales – Información general;"<p><span style=""font-size: 12.495px;"">Información de contacto, acreditación, concierto, finalidad y dependencia del catálogo de hospitales de Castilla y León.</span><br></p>";Salud;"catálogo;hospitales;información general";CC BY 4.0 ES;es;Europe/Madrid;2026-03-20T20:00:04.699000+01:00;2026-03-20T20:00:04.699000+01:00;2026-09-24T20:01:29.042000+02:00;Junta de Castilla y León;;;;53;16606;0;33422;1952;0;0;8.3
enajenaciones-efectuadas;False;Enajenaciones efectuadas;"<p><span style=""font-size: 12.495px;"">Enajenaciones autorizadas cada año </span><span style=""font-size: 12.495px;""><span style=""font-size: 12.495px;"">por la Administración General de la Comunidad de Castilla y León y sus Organismos Autónomos.</span></span></p><p><span style=""font-size: 12.495px;"">Para cada enajenación se indica: categoría, provincia, municipio, ubicación, precio de venta, fecha de escritura y superficie.</span></p><p><span style=""font-size: 12.495px;"">Actualización anual. Los datos se recopilan una vez finalizado el año.<br></span><br></p>";Sector público;"enajenaciones;administración pública";CC BY 4.0 ES;es;Europe/Madrid;2026-03-19T13:36:19.763000+01:00;2026-03-19T13:36:19.763000+01:00;2026-09-24T12:06:37.059000+02:00;Junta de Castilla y León;;;;36;5599;0;7834;1046;0;0;4.6
inventario-de-puentes-y-estructuras-de-carreteras;False;Inventario de Puentes y Estructuras de Carreteras;"<p><span style=""font-family: lora; font-size: medium;"">Inventario de puentes y estructuras con luz superior a 4 metros en la red de carreteras de titularidad de la Comunidad Autónoma.</span></p><p></p><p><font face=""lora""><span style=""font-size: medium;"">Frecuencia de actualización: Anual.</span></font></p><br><p></p>";Urbanismo e infraestructura;"transporte;redes de transporte;red de carreteras";CC BY 4.0 ES;es;Europe/Madrid;2026-03-05T15:30:02.724000+01:00;2026-03-05T15:30:02.724000+01:00;2026-09-24T15:30:56.537000+02:00;Junta de Castilla y León;;;;2902;445347;0;25907;2520;0;0;7.9
casos-de-arbitraje-de-consumo;False;Casos de arbitraje de consumo;"El Arbitraje de Consumo es un procedimiento voluntario que permite resolver fácil y equitativamente las controversias que pueden surgir entre los dos protagonistas del Consumo -empresarios y consumidores- sin necesidad de acudir a los Tribunales Ordinarios de Justicia.

En este dataset se detallan 102 casos reales de Consumo resueltos en Castilla y León.";Comercio;"arbitraje;consumo;casos;empresarios;consumidores";CC BY 4.0 ES;es;Europe/Madrid;2026-03-04T22:00:03.611000+01:00;2026-03-04T22:00:03.611000+01:00;2026-09-24T22:00:15.923000+02:00;Junta de Castilla y León;;;;102;185055;0;34970;347;0;0;7.0
catalogo-cursos-eclap;False;Catálogo de cursos ECLAP 2026;;;;;es;;2026-02-19T14:15:44+01:00;2026-09-23T12:30:39.691000+02:00;2026-09-24T14:32:38.623000+02:00;;;;;442;607309;0;2709;20;0;0;1.9
fiestas-locales-calendario-de-fiestas-de-caracter-local;False;Fiestas locales: Calendario de fiestas de caracter local;"<p><span style=""font-family: lora; font-size: medium;"">Calendario de fiestas laborables (inhábiles para el trabajo retribuidos y no recuperables) en Castilla y León. De conformidad con lo establecido en el art. 46 del Real Decreto 2001/1983, de 28 de julio, sobre regulación de la jornada de trabajo, jornadas especiales y descansos.</span></p><p><span style=""font-family: lora; font-size: medium;""><br></span><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p><p><br></p>";Empleo;"fiestas;regional";CC BY 4.0 ES;es;Europe/Madrid;2026-02-17T22:00:12.859000+01:00;2026-02-17T22:00:12.859000+01:00;2026-09-24T22:01:54.817000+02:00;Junta de Castilla y León;;;;15871;1068896;0;319755;3359;0;0;21.3
ayudas-y-subvenciones;False;Convocatorias de Ayudas y Subvenciones;Convocatorias de Ayudas y Subvenciones de la Junta de Castilla y León.;Sector público;"ayudas;subvenciones;sede;electronica";CC BY 4.0 ES;es;Europe/Madrid;2026-02-06T22:00:10.061000+01:00;2026-02-06T22:00:10.061000+01:00;2026-09-24T22:01:01.868000+02:00;Junta de Castilla y León;;;;695;8833384;0;238057;1103;0;0;17.5
servicios-electronicos;False;Servicios Electrónicos;"<p>Aplicaciones de la Junta de Castilla y León en la Sede Electrónica que no implican la realización de un procedimiento electrónico.</p><p><span style=""font-family: lora; font-size: 16px;"">Frecuencia de actualización:</span><span style=""font-family: lora; font-size: 16px;""> Cada 4 horas.</span><br/></p>";Sector público;"servicios;sede;electronica";CC BY 4.0 ES;es;Europe/Madrid;2026-02-06T22:00:03.502000+01:00;2026-02-06T22:00:03.502000+01:00;2026-09-24T22:00:15.372000+02:00;Junta de Castilla y León;;;;65;87637;0;19857;177;0;0;5.3
dependencia-cuidadores;False;Dependencia: cuidadores;"<p><span style=""font-size: 12.495px;"">Personas designadas como cuidadoras del entorno familiar. Datos desglosados por sexo de la persona cuidadora y de la persona en situación de dependencia, provincia y grado de dependencia.</span><br></p>";Sociedad y bienestar;"servicios sociales;discapacidad;dependencia";CC BY 4.0 ES;es;Europe/Madrid;2026-01-29T11:57:03.098000+01:00;2026-01-29T11:57:03.098000+01:00;2026-09-24T13:57:15.244000+02:00;Junta de Castilla y León;;;;360;21475;0;48923;1615;0;0;9.3
coberturas-de-vacunacion-en-castilla-y-leon;False;Coberturas de vacunación en Castilla y León;"<p>Se ofrecen datos de las vacunas hexavalente (vacuna frente a poliomielitis (VPI), difteria, tétanos y tosferina (DTPa), Haemophilus influenzae tipo b (Hib) y hepatitis B (HB)), vacuna frente a difteria, tétanos y tosferina de baja carga (dTpa), vacuna frente a tétanos y difteria (Td), vacuna frente a sarampión, rubéola y parotiditis (triple vírica, TV o SRP), vacuna frente a varicela (VVZ), vacuna frente a meningococo C (MenC), vacuna frente a neumococo (VNC), y vacuna frente al virus del papiloma humano (VPH).</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual</span></p> <div>Fuente: Registro de vacunaciones de Castilla y León (REVA).</div>";Salud;"vacunación;hexavalente;triple vírica;varicela;meningococo c;neumococo;virus papiloma humano";CC BY 4.0 ES;es;;2026-01-27T15:14:31.873000+01:00;2026-01-27T15:14:31.873000+01:00;2026-09-24T20:00:28.299000+02:00;Junta de Castilla y León;;;;1413;164355;0;25606;1782;0;0;7.4
dependencia-entre-consultorios-y-centros-de-salud;False;Dependencia entre consultorios y centros de salud;"<p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"">Relación entre los consultorios de Castilla y León y el centro de salud del que dependen.</font></p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"">Puede ampliar la información en el <a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/registro-de-centros-sanitarios-de-castilla-y-leon"" target=""_blank"">registro de centros sanitarios de Castilla y León</a>.</font></p><p><font face=""-apple-system, BlinkMacSystemFont, Segoe UI, Roboto, Noto Sans, Ubuntu, Droid Sans, Helvetica Neue, sans-serif"" style=""""><br></font><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Puntual.</span></p>";Salud;;CC BY 4.0 ES;es;;2026-01-23T09:59:10.440000+01:00;2026-01-23T09:59:10.440000+01:00;2026-08-05T11:41:20.425000+02:00;Junta de Castilla y León;;;;3960;314266;0;51147;1486;0;0;9.4
enfermedades-de-declaracion-obligatoria-casos-y-tasas-por-provincia;False;Enfermedades de declaración obligatoria. Casos y tasas por provincia;"<p>El Sistema de Enfermedades de Declaración Obligatoria es un sistema básico de la Red de Vigilancia Epidemiológica de Castilla y León que está orientado a la detección y control en tiempo oportuno de los casos de aquellas enfermedades transmisibles que, por su potencial epidémico, represente un riesgo para la salud de la población.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Anual.</span></p>";Salud;"salud pública;enfermedades;declaración obligatoria;casos;tasas;provincias";CC BY 4.0 ES;es;;2026-01-19T14:00:10.099000+01:00;2026-01-19T14:00:10.099000+01:00;2026-09-24T20:00:38.500000+02:00;Junta de Castilla y León;;;;10645;518287;0;18798;1842;0;0;6.7
interrupcion-voluntaria-del-embarazo;False;Interrupción voluntaria del embarazo;<p>Descripción de las variables notificadas al sistema de vigilancia epidemiológica de las interrupciones voluntarias de embarazo de las mujeres residentes en Castilla y León.</p>;Salud;"salud pública;interrupción;embarazo;aborto";CC BY 4.0 ES;es;;2026-01-19T12:07:37.768000+01:00;2026-01-19T12:07:37.768000+01:00;2026-07-31T12:50:23.986000+02:00;Junta de Castilla y León;;;;21684;2885452;0;17143;2266;0;0;6.8
control-oficial-de-productos-alimenticios-sectorfase;False;Control oficial de productos alimenticios - sector/fase;<p>Información sobre el número de establecimientos de productos alimenticios por sectores y fases, las visitas realizadas, la toma de muestras, los distintos tipos de incumplimientos con sus correspondientes expedientes y sanciones. Datos por Sector/Fase.</p>;Salud;"salud pública;control oficial;productor alimenticios;alimentos;sector;fase";CC BY 4.0 ES;es;Europe/Madrid;2026-01-12T17:02:30.890000+01:00;2026-01-12T17:02:30.890000+01:00;2026-09-24T06:03:19.501000+02:00;Junta de Castilla y León;;;;280;33748;0;10742;1593;0;0;5.5
fallecimientos-2017-2020-trimestres;False;Mortalidad en periodos mensuales;"<p><span style=""font-size: 0.833rem;"">Datos de mortalidad en periodos mensuales desde el año 2017.</span></p><p><span style=""font-size: 12.495px;"">Cálculo efectuado tomando en cuenta las bajas de tarjetas sanitarias. </span></p><p><span style=""font-size: 12.495px;"">Se incluye información de:<br></span></p><ul><li><span style=""font-size: 12.495px;"">Número total de pacientes dados de baja por fallecimiento.</span></li><li><span style=""font-size: 12.495px;"">Tasa provincial de fallecimientos calculada con respecto a la población de cada provincia expresada por mil. <br></span></li><li><span style=""font-size: 12.495px;"">Número total de pacientes de residencias dados de baja por fallecimiento.</span></li><li><span style=""font-size: 12.495px;""><span style=""font-size: 12.495px;"">Tasa provincial de fallecimientos de pacientes en residencias calculada con </span>respecto al total de plazas en residencias expresada por cien.</span></li></ul><p><span style=""font-size: 12.495px;"">Actualización puntual. Tienen a sus disposición de forma mensual los datos de <a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/fallecimientos-2017-2020-meses/table/?sort=ano&amp;refine.ano=2021"" target=""_blank"">mortalidad por meses</a>.<br></span></p>";Salud;"fallecidos;mortalidad";CC BY 4.0 ES;es;Europe/Madrid;2026-01-05T10:15:47.213000+01:00;2026-01-05T10:15:47.213000+01:00;2026-07-31T12:26:58.855000+02:00;Junta de Castilla y León;;;;405;28142;0;2497035;2834;0;0;53.7
tasa-mortalidad-covid-por-zonas-basicas-de-salud;False;Tasa mortalidad covid por zonas básicas de salud;"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Número de personas fallecidas tras diagnóstico de COVID-19 (confirmados y compatibles con la enfermedad) por número de tarjetas sanitarias en cada zona básica de salud. Desde el 1 de marzo de 2021 se contabilizan en esta tabla todas aquellas personas que tengan en los tres meses anteriores al fallecimiento una prueba PDIA positiva en su Historia Clínica Electrónica de atención primaria. Datos acumulados desde el 1 de marzo de 2020.</span></p><p>El diagnóstico de COVID-19 previo al fallecimiento no implica que esta enfermedad sea necesariamente la causa básica de defunción en todos los casos. Los datos contenidos en esta tabla no constituyen la estadística oficial de mortalidad por causa de defunción, que publica el Instituto Nacional de Estadística. Los datos de mortalidad diaria en los hospitales se encuentran en el dataset <a href=""https://analisis.datosabiertos.jcyl.es/explore/dataset/situacion-de-hospitalizados-por-coronavirus-en-castilla-y-leon/table/?sort=fecha"" target=""_blank"">Situación de hospitalizados por coronavirus en Castilla y León</a>.<br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Desde el 15 de agosto de 2020 el cálculo de las tasas se realiza teniendo en cuenta la población de tarjetas sanitarias registrada a dicha fecha.</span><br></p><p>Desde el 9 de junio de 2021 la actualización es semanal: los miércoles.<br></p>";Salud;"coronavirus;COVID-19";CC BY 4.0 ES;es;;2025-12-29T10:33:52.208000+01:00;2025-12-29T10:33:52.208000+01:00;2026-07-31T08:00:22.945000+02:00;Junta de Castilla y León;;;;527839;179192190;0;2724515;49334;0;0;65.1
