Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Creator;Reference;Attributions;Update frequency;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score
oferta-boletin-coyuntura-turistica;False;Boletín de coyuntura turística. Oferta;"<p>Ofrece información sobre la evolución del turismo en la Comunidad a través de los resultados del movimiento de viajeros en los establecimientos turísticos, diferenciado por tipo de alojamiento, procedencias, viajeros y pernoctaciones. Existen datos desde 2000.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Frecuencia de actualización: mensual.</span><br></p>";Turismo;turismo;CC BY 4.0 ES;es;Europe/Madrid;2026-09-17T14:40:22.571000+02:00;2026-09-17T14:40:22.571000+02:00;2026-09-24T14:40:16.288000+02:00;Junta de Castilla y León;;;;44676;4391429;0;859951;1214;0;0;31.7
contratos-basados-en-acuerdo-marco-de-sacyl;False;Contratos basados en acuerdo marco de SACYL;"<p><span style=""font-family: lora; font-size: medium;"">Contratos basados en acuerdo marco suscritos por la Gerencia Regional de Salud de Castilla y León desde el año 2018.</span><br></p>";Sector público;"contratos;acuerdo marco";CC BY 4.0 ES;es;Europe/Madrid;2026-09-17T10:25:22.505000+02:00;2026-09-17T10:25:22.505000+02:00;2026-09-24T10:26:25.836000+02:00;Junta de Castilla y León;;;;7049;1637455;0;30412;3079;0;0;8.6
guia-de-medios-de-comunicacion;False;Guía de medios de comunicación;"<p>Relación de los diferentes medios de comunicación de Castilla y León.

AVISO: Los datos disponibles proceden de la información que los medios de comunicación proporcionan a la Junta de Castilla y León. En aquellos casos en los que las entidades no comunican diligentemente la información relevante, este conjunto de datos no puede garantizar que la información disponible corresponda con la realidad de aquellas.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Sector público;"directorio;información;medios de comunicación;guía;radio;prensa;televisión";CC BY 4.0 ES;es;Europe/Madrid;2026-09-16T22:00:56.822000+02:00;2026-09-16T22:00:56.822000+02:00;2026-09-23T22:00:06.159000+02:00;Junta de Castilla y León;;;;413;153853;0;86965;1226;0;0;11.4
directorio-de-industrias-culturales;False;Directorio de industrias culturales;"<p>Relación de las diferentes industrias culturales de Castilla y León organizadas por tipo de actividad.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"directorio;industrias;culturales;cultura;actividad";CC BY 4.0 ES;es;Europe/Madrid;2026-09-16T22:00:56.058000+02:00;2026-09-16T22:00:56.058000+02:00;2026-09-23T22:00:42.963000+02:00;Junta de Castilla y León;;;;429;216712;0;47840;949;0;0;8.7
centros-servicios-saisde;False;Centros y Servicios Acreditados Específicos del Sistema de Asistencia e Integración Social del Drogodependiente (SAISDE) de Castilla y León;"<p>La red asistencial de Castilla y León incluye centros y servicios generales, especializados y específicos de asistencia al drogodependiente. Esta red se estructura en tres niveles complementarios y coordinados de atención según su accesibilidad.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">El primer nivel es el más accesible y está formado por: servicios específicos de primer nivel para alcohólicos y todo tipo de drogodependientes, servicios autonómicos de referencia para la intervención en drogodependencias en el ámbito laboral, servicios de orientación y asesoramiento a drogodependientes con problemas jurídico-penales. servicios de emergencia social, equipos de atención primaria de salud y CEAS.</span><br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">El segundo nivel está formado por centros específicos de asistencia ambulatoria a drogodependientes (CAD), centros de día, unidades para el tratamiento ambulatorio del alcoholismo (UTA), servicios, unidades y consultas especializadas para el tratamiento del tabaquismo y equipos de salud mental de distrito.</span><br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">El tercer nivel, es el menos accesible y en él se puede recibir atención por derivación. Está formado por comunidades terapéuticas para drogodependientes, centros residenciales de rehabilitación de alcohólicos (CRA), unidad de referencia de desintoxicación hospitalaria y de patología dual y unidades de hospitalización psiquiátrica.</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">La información se presenta</span> agrupada en columnas: nivel asistencia, tipo de recurso, entidad, correo electrónico, teléfono, fax, localidad, provincia y está geolocalizado.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Frecuencia de actualización: Anual<br></span><br></p>";Sociedad y bienestar;dependencia;CC BY 4.0 ES;es;Europe/Madrid;2026-09-16T17:16:02.757000+02:00;2026-09-16T17:16:02.757000+02:00;2026-09-24T23:16:17.608000+02:00;Junta de Castilla y León;;;;98;33220;0;282723;3193;0;0;20.2
incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon;False;Incidencias en la red de carreteras titularidad de la Junta de Castilla y León;"<p>Datos de las incidencias ocurridas en la red de carreteras titularidad de la Junta de Castilla y León.</p><p><span style=""font-family: lora; font-size: medium;"">Frecuencia de actualización: Cada 10 mint.</span><br></p>";Transporte;"red de carreteras;transporte;incidencias";CC BY 4.0 ES;es;Europe/Madrid;2026-09-15T04:01:08.523000+02:00;2026-09-15T04:01:08.523000+02:00;2026-09-15T04:01:08.587000+02:00;Junta de Castilla y León;;;;144;34800;0;1017129;14273;0;0;38.9
transportes-metropolitanos;False;Transportes metropolitanos;"<ul style=""margin-top:0cm"" type=""disc"">
<li class=""MsoNormal"" style=""color:#44546A;mso-list:l0 level1 lfo1"">La Comunidad de Castilla y León, en el ejercicio de sus
     competencias lleva a cabo la coordinación de los servicios urbanos e
     interurbanos con la finalidad de integrar en una sola red articulada los
     servicios de transporte en aquellas zonas donde varios núcleos urbanos
     dependan de diferentes municipios y su situación económica, social,
     geográfica, asentamiento y volumen de población necesitan racionalizar y
     armonizar sus modos de transporte público. El transporte metropolitano
     existe en Salamanca, Burgos, Segovia, León y Valladolid. En la estadística
     se recogen los datos relativos número de viajeros anuales y por provincia.<u5:p></u5:p><o:p></o:p></li>
</ul><p><span style='color: rgb(23, 43, 77); font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, ""Noto Sans"", Ubuntu, ""Droid Sans"", ""Helvetica Neue"", sans-serif; font-size: 14px;'>Frecuencia de actualización: Puntual</span><br></p>";Transporte;"transporte;metropolitano";CC BY 4.0 ES;es;Europe/Madrid;2026-09-15T04:01:08.370000+02:00;2026-09-15T04:01:08.370000+02:00;2026-09-15T04:01:08.427000+02:00;Junta de Castilla y León;;;;18;808;0;5164;88;0;0;2.8
visitantes-museos-mensuales;False;Visitantes mensuales de museos;"<p class=""MsoNormal""><span style=""font-size: 12.495px;"">Número de </span><span style=""font-size: 12.495px;""></span><span style='font-family:""Arial"",sans-serif'>visitantes mensuales en
los museos </span><span style='font-family:""Arial"",sans-serif'>de titularidad estatal gestionados por la Comunidad Autónoma de Castilla y León.<br></span></p><p class=""MsoNormal"">Datos desde 2012. Actualización mensual.<br><span style='font-family:""Arial"",sans-serif'></span></p><p class=""MsoNormal""><span style='font-family:""Arial"",sans-serif'><br></span></p><p class=""MsoNormal""><span style='font-family:""Arial"",sans-serif'><br></span></p>
<p><span style=""font-size: 12.495px;""><br></span></p><p><span style=""font-size: 12.495px;"">Desde septiembre del 2018 hasta febrero del 2020 el de Palencia estuvo cerrado por obras.</span></p><p><span style=""font-size: 12.495px;"">En Museo-Yacimiento de Tiermes (anexo Museo Numantino) no se poseen datos cuantitativos.</span></p><p><span style=""font-size: 12.495px;"">Los datos de enero de 2011 incluyen de enero a mayo<br></span></p>";Cultura y ocio;museos;CC BY 4.0 ES;es;Europe/Madrid;2026-09-14T15:13:03.924000+02:00;2026-09-14T15:13:03.924000+02:00;2026-09-24T23:13:15.702000+02:00;Junta de Castilla y León;;;;2952;187824;0;30516;2109;0;0;8.1
paro-provincias;False;Paro registrado en las provincias de Castilla y León;<p>Paro registrado en las provincias de Castilla y León</p>;Empleo;"empleo;paro";CC BY 4.0 ES;es;Europe/Madrid;2026-09-14T12:05:09.832000+02:00;2026-09-14T12:05:09.832000+02:00;2026-09-24T12:04:01.707000+02:00;Junta de Castilla y León;;;;2960;468637;0;215881;2515;0;0;17.7
contratos-realizados-en-las-provincias-de-castilla-y-leon;False;Contratos realizados en las provincias de Castilla y León;<p>Contratos realizados en las provincias de Castilla y León</p>;Empleo;"empleo;contratos";CC BY 4.0 ES;es;Europe/Madrid;2026-09-14T12:05:09.685000+02:00;2026-09-14T12:05:09.685000+02:00;2026-09-24T12:04:29.430000+02:00;Junta de Castilla y León;;;;2600;289719;0;72536;2046;0;0;11.1
afiliacion-media-a-la-seguridad-social-en-las-provincias-de-castilla-y-leon;False;Afiliación media a la Seguridad Social en las provincias de Castilla y León;<p>Afiliación media a la Seguridad Social en las provincias de Castilla y León.</p><div><br></div>;Empleo;"empleo;Seguridad Social";CC BY 4.0 ES;es;Europe/Madrid;2026-09-14T12:03:04.304000+02:00;2026-09-14T12:03:04.304000+02:00;2026-09-24T12:03:44.090000+02:00;Junta de Castilla y León;;;;2720;280167;0;62736;1879;0;0;10.4
relacion-de-puntos-de-servicio-movil-de-los-bibliobuses-de-castilla-y-leon;False;Relación de puntos de servicio móvil de los bibliobuses de Castilla y León;"<p>Detalle de los puntos de servicio móvil de los bibliobuses existentes en Castilla y León.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Cultura y ocio;"bibliobus;biblioteca;cultura;puntos;servicio;móvil";CC BY 4.0 ES;es;Europe/Madrid;2026-09-14T08:58:01.545000+02:00;2026-09-14T08:58:01.545000+02:00;2026-09-14T08:58:01.594000+02:00;Junta de Castilla y León;;;;733;520514;0;50537;410;0;0;8.3
planes-y-programas;False;Planes y programas;"<p>Planes y programas anuales y plurianuales en los que se fijen objetivos concretos, así como las actividades, medios y tiempo previsto para su consecución.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Diaria.</span></p>";Sector público;"planes;programas;planificación;estrategias";CC BY 4.0 ES;es;Europe/Madrid;2026-09-12T06:01:25.655000+02:00;2026-09-12T06:01:25.655000+02:00;2026-09-12T06:01:25.705000+02:00;Junta de Castilla y León;;;;254;972204;0;30214;746;0;0;7.1
altas-hospitalarias-infarto-miocardio;False;Altas hospitalarias con diagnóstico de Infarto agudo de miocardio;"<p>Número de ingresos, con diagnóstico principal al alta de Infarto agudo de miocardio (códigos CIE10: I21, I22). Cada registro representa un ingreso de un paciente.</p><p><font face=""inherit""><span style=""font-size: 0.875rem;"">La información se presenta agrupada en columnas: Fecha de ingreso, Fecha de alta, Día de la semana en la fecha del ingreso, Día de la semana en la fecha del alta, Zona Básica de Salud del Paciente, Ámbito de </span></font>procedencia<font face=""inherit""><span style=""font-size: 0.875rem;"">, Hospital, Área, Provincia, Edad, Sexo.</span></font></p><p><font face=""inherit""><span style=""font-size: 0.875rem;"">Los datos del año en curso son provisionales pendientes de consolidación al realizar el cierre de año.</span></font></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Frecuencia de actualización: Mensual.</span> Se actualiza el día 8 de cada mes.</p>";Salud;"sanidad;enfermedades;infarto;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-11T01:01:20.497000+02:00;2026-09-11T01:01:20.497000+02:00;2026-09-11T01:01:20.558000+02:00;Junta de Castilla y León;;;;20908;3392286;0;11929;1081;0;0;5.3
altas-hospitalarias-ictus;False;Altas hospitalarias con diagnóstico de Ictus;<p>Número de ingresos, con diagnóstico principal al alta de Ictus (códigos CIE10: I60, I61, I62, I63). Cada registro representa un ingreso de un paciente.</p><p>Fecha de ingreso, Fecha de alta, Día de la semana en la fecha del ingreso, Día de la semana en la fecha del alta, Zona Básica de Salud del Paciente, Ámbito de procendencia, Hospital, Área, Provincia, Edad, Sexo.</p><p>Los datos del año en curso son provisionales pendientes de consolidación al realizar el cierre de año.</p><p>Frecuencia de actualización: Mensual. Se actualiza el día 8 de cada mes.</p>;Salud;"sanidad;enfermedades;ictus;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-11T00:01:17.062000+02:00;2026-09-11T00:01:17.062000+02:00;2026-09-11T00:01:17.111000+02:00;Junta de Castilla y León;;;;5362;866086;0;11877;1112;0;0;5.3
alojamientos-juveniles;False;Alojamientos Juveniles;Listado de residencias, albergues y campamentos juveniles de Castilla y León;Sociedad y bienestar;"alojamientos;residencias;albergues;campamentos;juveniles;juventud";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T07:00:55.727000+02:00;2026-09-10T07:00:55.727000+02:00;2026-09-10T07:00:55.778000+02:00;Junta de Castilla y León;;;;41;122655;0;31177;357;0;0;6.7
premios;False;Premios;"<p>Convocatorias de Premios de la Junta de Castilla y León en la Sede Electrónica.</p><p><span style=""font-family: inherit; font-size: 1em;"">Frecuencia de actualización:</span><span style=""font-family: inherit; font-size: 1em;""> Cada 4 horas.</span></p>";Sector público;"premios;sede;electronica";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T04:01:01.942000+02:00;2026-09-10T04:01:01.942000+02:00;2026-09-10T04:01:01.998000+02:00;Junta de Castilla y León;;;;16;124787;0;24377;186;0;0;5.8
urgencias-hospitalarias-atendidas;False;Urgencias Hospitalarias atendidas - 2024/2025;"<p>Nº de Urgencias Hospitalarias que han sido atendidas. Cada registro representa una urgencia hospitalaria atendida durante los años 2024 y 2025.</p><p><font face=""inherit""><span style=""font-size: 0.875rem;"">La información se presenta agrupada en columnas: Fecha de atención, Día de la semana, Hora, Nivel de triaje, Zona Básica de Salud</span></font><font face=""inherit""><span style=""font-size: 0.875rem;"">, Ámbito de procedencia, Hospital, Área, Provincia, Edad, Sexo.</span></font><br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Frecuencia de actualización: Mensual.</span><br></p>";Salud;"sanidad;urgencias;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T03:15:01.708000+02:00;2026-09-10T03:15:01.708000+02:00;2026-09-10T03:15:01.767000+02:00;Junta de Castilla y León;;;;2237282;266773877;0;29279;2118;0;0;8.0
actividad-pediatria-zbs;False;Actividad de pediatría a nivel de Zona Básica de Salud - 2024/2025;<p>Nº de consultas realizadas por pediatras según la fecha, zona básica de salud, el ámbito, el área, la provincia, la edad y sexo del paciente y el tipo de atención durante los años 2024 y 2025.</p><p>La información se presenta agrupada en columnas: Fecha, Código Zona Básica de Salud, Zona Básica de Salud, Ámbito de procedencia, Área, Provincia, Edad, Sexo, Tipo de atención, Nº de Consultas.</p><p>Frecuencia de actualización: Mensual. Se actualiza el día 8 de cada mes.</p>;Salud;"sanidad;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T02:12:18.956000+02:00;2026-09-10T02:12:18.956000+02:00;2026-09-10T02:12:19+02:00;Junta de Castilla y León;;;;1741264;231603742;0;10684;857;0;0;4.9
actividad-de-pediatria-a-nivel-de-zona-basica-de-salud-2026;False;Actividad de pediatría a nivel de Zona Básica de Salud - 2026;<p>Nº de consultas realizadas por pediatras según la fecha, zona básica de salud, el ámbito, el área, la provincia, la edad y sexo del paciente y el tipo de atención durante 2026.</p><p>La información se presenta agrupada en columnas: Fecha, Código Zona Básica de Salud, Zona Básica de Salud, Ámbito de procedencia, Área, Provincia, Edad, Sexo, Tipo de atención, Nº de Consultas.</p><p>Frecuencia de actualización: Mensual. Se actualiza el día 8 de cada mes.</p>;Salud;"sanidad;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T02:05:31.782000+02:00;2026-09-10T02:05:31.782000+02:00;2026-09-10T02:05:31.828000+02:00;Junta de Castilla y León;;;;564310;75190043;0;1452;226;0;0;2.0
actividad-medicina-familia-consultorio;False;Actividad de medicina de familia a nivel de consultorio;"<p>Nº de consultas totales, presenciales, no presenciales y en domicilio realizadas por médicos de familia desglosando por día, consultorio, zona básica de salud, área y provincia.</p><p><span style=""font-family: inherit; font-size: 0.875rem;"">La información se presenta agrupada en columnas: Fecha,Código Consultorio, Consultorio, Código Zona Básica de Salud, Zona Básica de Salud, Área, Provincia, Consultas totales, Consultas presenciales, Consultas no presenciales, Consultas en domicilio.</span><br></p><p>Frecuencia de actualización: Mensual. Se actualiza el día 8 de cada mes.</p>";Salud;"sanidad;centros de salud;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-10T01:11:50.503000+02:00;2026-09-10T01:11:50.503000+02:00;2026-09-10T01:11:50.548000+02:00;Junta de Castilla y León;;;;1955991;180847879;0;22918;2092;0;0;7.3
calendario-eventos-ice;False;Calendario de eventos del ICE;"<p style=""font-family: lora; font-size: medium;"">Agenda de eventos empresariales en los que participa el Instituto de Competitividad Empresarial de Castilla y León.</p>";;;;es;;2026-09-09T11:36:44+02:00;2026-09-23T18:15:30.008000+02:00;2026-09-24T18:15:51.598000+02:00;;;;;1194;4609257;0;270;10;0;0;0.7
altas-hospitalarias-fractura-cadera;False;Altas hospitalarias con diagnóstico de fractura de cadera;"<p>Número de ingresos, con diagnóstico principal al alta de fractura de cadera (códigos CIE10: M80.05, S72.0, S72.1, S72.2). Cada registro representa un ingreso de un paciente.</p><p><font face=""inherit""><span style=""font-size: 0.875rem;"">La información se presenta agrupada en columnas: Fecha de ingreso, Fecha de alta, Día de la semana en la fecha del ingreso, Día de la semana en la fecha del alta, Zona Básica de Salud del Paciente, Ámbito de </span></font>procedencia<font face=""inherit""><span style=""font-size: 0.875rem;"">, Hospital, Área, Provincia, Edad, Sexo</span></font></p><p><font face=""inherit""><span style=""font-size: 0.875rem;"">Los datos del año en curso son provisionales pendientes de consolidación al realizar el cierre de año.</span></font></p><p>Frecuencia de actualización: Mensual. Se actualiza el día 8 de cada mes.</p>";Salud;"sanidad;enfermedades;BISION";CC BY 4.0 ES;es;Europe/Madrid;2026-09-09T01:04:18.987000+02:00;2026-09-09T01:04:18.987000+02:00;2026-09-24T23:04:52.538000+02:00;Junta de Castilla y León;;;;26460;3864271;0;7809;865;0;0;4.4
registro-de-instituciones-bibliotecarias-de-castilla-y-leon;False;Registro de instituciones bibliotecarias de Castilla y León;Relación de instituciones bibliotecarias de Castilla y León.;Cultura y ocio;"instituciones;culturales;cultura;bibliotecas";CC BY 4.0 ES;es;Europe/Madrid;2026-09-08T04:01:01.927000+02:00;2026-09-08T04:01:01.927000+02:00;2026-09-08T04:01:01.999000+02:00;Junta de Castilla y León;;;;448;563683;0;39629;519;0;0;7.6
visitantes-oficinas-regionales-de-turismo;False;Visitantes Oficinas Regionales de Turismo;"<p style=""font-family: lora; font-size: medium;"">Datos mensuales del número de turistas nacionales e internacionales que solicitan de forma presencial información en cada una de las nueve Oficinas de Turismo Regionales gestionadas por la Fundación Siglo para el Turismo y las Artes de Castilla y León.</p><p style=""font-family: lora; font-size: medium;"">La información se encuentra estructurada en: año, mes, Oficina de Turismo, número de visitantes nacionales y número de visitantes extranjeros.</p>";Turismo;"turismo;oficinas de información turística";CC BY 4.0 ES;es;Europe/Madrid;2026-09-07T15:44:02.933000+02:00;2026-09-07T15:44:02.933000+02:00;2026-09-24T23:44:15.517000+02:00;Junta de Castilla y León;;;;720;33751;0;23121;1775;0;0;7.2
actividaddiaria012;False;Actividad diaria del servicio 012;"<p><span style=""font-size: 12.495px;"">Se recoge información desde el año 2020 sobre llamadas atendidas, buzón, correos electrónicos, alertas enviadas, alertas SMS/Fax, total consultas, nivel de atención y TMO.</span></p><ul><li><span style=""font-size: 12.495px;"">Llamadas: Número de llamadas recibidas y emitidas.</span></li><li><span style=""font-size: 12.495px;"">Buzón: Número de consultas recogidas en el buzón de voz fuera del horario del Servicio.</span></li><li><span style=""font-size: 12.495px;"">Correos: Número de consultas recibidas vía email.</span></li><li><span style=""font-size: 12.495px;"">Alertas SMS/FAX: Número de consultas recibidas vía FAX y número de alertas enviadas por SMS y/o correo electrónico sobre convocatorias.</span></li><li><span style=""font-size: 12.495px;"">Total Consultas: Número de consultas totales gestionadas por el Servicio 012.</span></li><li><span style=""font-size: 12.495px;"">Nivel de atención: Porcentaje de llamadas atendidas.</span></li><li><span style=""font-size: 12.495px;"">TMO (mm:ss): Tiempo medio de duración de las llamadas.</span></li></ul>";Sector público;"administración pública;información administrativa;012";CC BY 4.0 ES;es;Europe/Madrid;2026-09-07T11:50:06.376000+02:00;2026-09-07T11:50:06.376000+02:00;2026-09-24T13:50:38.486000+02:00;Junta de Castilla y León;;;;2434;137266;0;25393;1275;0;0;7.1
